customer_id,first_name,last_name,age_band,nationality,home_market,loyalty_tier,preferred_cabin_class,join_date,last_booking_date,days_since_last_booking,trips_last_12m,lifetime_bookings,avg_trip_value_hkd,ancillary_spend_hkd,total_revenue_hkd,email_open_rate,app_engagement_score,customer_lifetime_value_12m,churn_probability_90d,customer_segment
CUST007617,Shawn,Middleton,45-54,SG,SG,Standard,Business,2024-05-13,2024-11-02,59,2,4,2612,453,15447,0.259,50.6,5608,0.517,Mass Market
CUST007618,Robin,Allen,45-54,SG,HK,Standard,Premium Economy,2022-09-22,2024-07-08,176,4,8,4678,730,39522,0.529,62.1,19761,0.588,Mass Market
CUST007619,Kimberly,Smith,55-64,HK,CN,Standard,Premium Economy,2024-12-11,2024-06-06,208,3,4,4809,565,19572,0.303,45.5,14679,0.876,At Risk
CUST007620,Monica,Reed,25-34,CN,HK,Gold,Economy,2023-03-14,2024-01-20,346,6,15,6638,1228,118289,0.306,64.6,54365,0.957,At Risk
CUST007621,Bradley,Harmon,45-54,AU,HK,Standard,Economy,2019-09-27,2024-10-11,81,3,11,3339,655,35303,0.416,60.2,10980,0.35,Mass Market
CUST007622,Daniel,Rowland,25-34,CN,AU,Standard,Economy,2019-07-30,2024-05-21,224,1,1,3272,203,2706,0.151,28.1,3148,0.957,At Risk
CUST007623,John,Williams,25-34,KR,JP,Silver,Economy,2023-01-20,2024-06-03,211,3,13,6902,781,86420,0.271,52.0,23049,0.721,At Risk
CUST007624,Cole,Williams,35-44,TW,CN,Standard,Economy,2022-03-05,2024-01-22,344,6,11,10581,1496,105495,0.334,50.8,66113,0.97,At Risk
CUST007625,John,Schneider,18-24,US,CN,Standard,Business,2024-03-23,2024-07-29,155,2,21,3878,840,123917,0.257,42.9,8660,0.766,At Risk
CUST007626,Cynthia,Jones,65+,CN,TH,Standard,Economy,2022-03-24,2024-10-26,66,5,15,3730,499,50287,0.436,72.2,19280,0.243,Frequent Flyers
CUST007627,John,Smith,55-64,JP,UK,Silver,Economy,2020-06-10,2024-06-12,202,6,6,10594,1114,60713,0.229,66.0,70248,0.682,At Risk
CUST007628,Susan,Evans,18-24,TW,HK,Silver,Economy,2024-02-21,2024-02-27,308,1,18,4335,288,71510,0.262,33.8,4623,0.97,At Risk
CUST007629,Joseph,Kennedy,55-64,CN,KR,Standard,Economy,2021-11-17,2024-11-02,59,3,18,4422,679,73113,0.501,65.3,13976,0.318,Mass Market
CUST007630,Tiffany,Dickerson,35-44,AU,CN,Silver,Economy,2024-09-20,2024-04-17,258,3,20,5596,1045,116032,0.353,51.5,19923,0.876,At Risk
CUST007631,Jeremy,Brown,45-54,JP,HK,Standard,Premium Economy,2019-01-16,2024-07-01,183,3,11,6095,1331,74982,0.471,54.2,20450,0.685,At Risk
CUST007632,Sandra,Ayers,55-64,TW,HK,Standard,First,2019-02-10,2024-03-19,287,4,26,5743,913,292510,0.446,49.9,24327,0.911,At Risk
CUST007633,Jay,Diaz,35-44,SG,JP,Gold,Economy,2019-10-22,2024-09-08,114,2,12,7316,1127,101579,0.637,76.4,19520,0.452,Growth Opportunity
CUST007634,Jasmine,Thompson,25-34,GB,UK,Silver,Economy,2024-09-26,2024-02-27,308,1,15,2128,311,31797,0.281,34.6,2439,0.97,At Risk
CUST007635,Nicholas,Rush,18-24,TH,US,Gold,Business,2019-10-02,2024-11-09,52,2,15,4698,842,133204,0.153,62.0,12771,0.388,Mass Market
CUST007636,Robert,Wang,35-44,KR,AU,Silver,Economy,2023-04-10,2024-06-23,191,2,15,7591,1033,112280,0.095,41.5,17248,0.786,At Risk
CUST007637,Breanna,Schaefer,65+,TW,TH,Standard,Premium Economy,2023-03-30,2024-07-03,181,1,6,1200,116,7176,0.259,35.9,1196,0.793,At Risk
CUST007638,Veronica,Castaneda,35-44,SG,SG,Standard,Premium Economy,2024-04-10,2024-09-21,101,5,16,2304,255,37258,0.526,73.0,11643,0.406,Mass Market
CUST007639,William,Green,35-44,US,TW,Standard,Business,2022-09-24,2024-11-11,50,2,6,6756,1146,59775,0.459,59.4,14453,0.3,Growth Opportunity
CUST007640,Eric,Atkins,18-24,TH,HK,Standard,Economy,2019-02-15,2024-01-26,340,3,8,5382,1024,41130,0.327,35.9,17603,0.97,At Risk
CUST007641,Nathaniel,Smith,55-64,US,US,Standard,First,2019-03-26,2024-07-30,154,4,22,3777,586,162461,0.702,70.8,15941,0.566,Mass Market
CUST007642,Benjamin,Lopez,25-34,KR,KR,Standard,First,2019-01-31,2024-01-31,335,2,20,5891,1024,232556,0.15,24.2,12652,0.97,At Risk
CUST007643,Lindsey,Thompson,45-54,KR,HK,Standard,Economy,2022-07-28,2024-09-05,117,3,22,6166,310,110594,0.515,61.2,17578,0.514,Mass Market
CUST007644,Tiffany,Rose,45-54,KR,SG,Gold,Economy,2021-07-31,2024-05-13,232,4,18,3244,693,71041,0.269,62.2,18084,0.764,At Risk
CUST007645,Michele,Crane,25-34,CN,AU,Standard,Economy,2019-05-30,2024-06-18,196,0,6,5031,411,25558,0.639,44.9,4939,0.8,Growth Opportunity
CUST007646,Christina,Ross,18-24,JP,JP,Standard,Economy,2019-02-15,2024-08-07,146,3,5,2613,248,11235,0.294,50.1,7799,0.629,At Risk
CUST007647,Darren,Cummings,35-44,JP,TW,Gold,First,2020-03-18,2024-07-09,175,2,17,7737,728,322784,0.531,67.2,19715,0.718,Growth Opportunity
CUST007648,Kristen,Lee,25-34,KR,CN,Silver,Economy,2021-11-16,2024-09-30,92,5,26,1767,172,43523,0.327,73.7,9695,0.359,Mass Market
CUST007649,Robert,Stewart,45-54,SG,TW,Standard,Economy,2024-05-27,2024-11-12,49,5,17,4916,400,70733,0.763,86.6,24122,0.152,Frequent Flyers
CUST007650,Michelle,Spencer,55-64,GB,AU,Silver,Economy,2023-12-17,2024-05-04,241,3,9,6945,373,56486,0.396,54.6,21954,0.811,At Risk
CUST007651,Ryan,Stanley,25-34,AU,TW,Silver,Premium Economy,2021-09-06,2024-09-21,101,5,19,9603,2028,220989,0.36,74.3,58155,0.418,Mass Market
CUST007652,Margaret,Nolan,35-44,CN,US,Gold,Business,2020-09-20,2024-06-23,191,1,4,4777,574,34990,0.413,56.2,6211,0.758,At Risk
CUST007653,Roy,Barry,18-24,TH,HK,Standard,Premium Economy,2023-09-08,2024-06-13,201,2,22,11251,847,241404,0.471,47.8,21946,0.781,Growth Opportunity
CUST007654,Austin,Crosby,25-34,JP,KR,Standard,Premium Economy,2024-08-14,2024-01-06,360,7,16,2700,340,44320,0.617,65.9,19390,0.947,At Risk
CUST007655,Christopher,Douglas,45-54,CN,HK,Silver,Economy,2020-11-19,2024-03-05,301,6,20,6494,946,129318,0.596,72.8,44640,0.786,At Risk
CUST007656,Billy,Bridges,55-64,JP,HK,Standard,Premium Economy,2021-12-26,2024-10-25,67,7,23,3663,651,90797,0.042,66.3,27634,0.281,Frequent Flyers
CUST007657,Caitlin,Marshall,45-54,JP,TW,Gold,Economy,2019-08-31,2024-12-09,22,4,24,8807,1206,240946,0.317,80.9,46393,0.117,Mass Market
CUST007658,Sharon,Webb,25-34,SG,HK,Silver,Economy,2019-10-12,2024-01-17,349,3,11,5005,805,55652,0.259,40.4,17430,0.97,At Risk
CUST007659,Ronnie,Hays,35-44,JP,HK,Silver,Premium Economy,2024-04-29,2024-11-28,33,3,14,2931,244,44450,0.482,74.6,9525,0.311,Mass Market
CUST007660,Megan,Carson,35-44,KR,HK,Diamond,First,2020-05-10,2024-04-17,258,1,9,7928,1559,213817,0.267,54.0,12658,0.92,High Value Loyalists
CUST007661,Cole,Shepherd,65+,TH,KR,Silver,Premium Economy,2019-12-25,2024-03-19,287,6,7,4235,829,35448,0.68,77.2,30384,0.721,At Risk
CUST007662,Heidi,Kennedy,45-54,GB,HK,Gold,Premium Economy,2020-11-29,2024-02-23,312,5,12,2342,149,34951,0.225,59.0,14563,0.97,At Risk
CUST007663,Vanessa,Cuevas,65+,JP,UK,Silver,Economy,2021-02-04,2024-08-30,123,3,6,4493,508,25962,0.123,53.1,15003,0.563,Mass Market
CUST007664,Lauren,Woodard,25-34,HK,AU,Standard,Economy,2020-03-22,2024-08-27,126,2,19,7420,1422,134868,0.389,50.5,16200,0.653,At Risk
CUST007665,Melissa,Ward,35-44,TW,UK,Gold,Economy,2023-03-16,2024-09-29,93,4,19,4872,475,101871,0.481,81.8,24896,0.455,Mass Market
CUST007666,Jessica,Evans,45-54,TW,AU,Silver,Premium Economy,2022-06-10,2024-10-31,61,2,4,4336,289,18500,0.201,56.2,9250,0.456,Mass Market
CUST007667,Kerri,Richmond,35-44,KR,KR,Diamond,Premium Economy,2022-07-20,2024-10-09,83,3,12,5193,306,90914,0.563,89.9,22729,0.295,High Value Loyalists
CUST007668,Amanda,Yates,45-54,US,TW,Standard,Premium Economy,2024-11-28,2024-10-19,73,1,1,1200,100,1180,0.259,44.5,1180,0.56,Mass Market
CUST007669,Andre,Nunez,35-44,TH,KR,Standard,Economy,2024-07-25,2024-01-16,350,3,14,11492,1007,137177,0.304,34.2,34049,0.97,At Risk
CUST007670,Jessica,Faulkner,65+,AU,CN,Gold,Economy,2020-09-10,2024-07-09,175,3,8,5076,897,47906,0.378,66.1,20660,0.666,At Risk
CUST007671,Kristin,Andrade,25-34,JP,UK,Standard,Economy,2024-12-02,2024-06-30,184,2,19,7320,384,113692,0.268,41.0,13944,0.753,At Risk
CUST007672,Carlos,Lee,65+,SG,HK,Silver,Premium Economy,2023-01-25,2024-05-19,226,5,27,8488,1227,262305,0.673,76.8,48575,0.595,Mass Market
CUST007673,John,Floyd,35-44,TW,SG,Standard,First,2019-11-18,2024-11-03,58,2,16,2829,585,90835,0.151,46.4,6262,0.524,Mass Market
CUST007674,Johnny,Taylor,35-44,GB,UK,Standard,Economy,2020-11-29,2024-01-10,356,4,7,2378,499,16227,0.122,31.4,10557,0.97,At Risk
CUST007675,Jason,Delgado,35-44,JP,US,Standard,Premium Economy,2020-05-11,2024-08-06,147,4,21,8700,1325,192255,0.243,53.0,36620,0.619,At Risk
CUST007676,Jonathan,Haas,25-34,HK,HK,Gold,Premium Economy,2023-10-17,2024-07-01,183,0,12,3391,399,52805,0.175,42.4,4400,0.835,At Risk
CUST007677,Daniel,Garrison,65+,TH,CN,Standard,Economy,2022-10-31,2024-09-28,94,1,1,4331,457,3770,0.105,36.7,4355,0.647,At Risk
CUST007678,Jamie,Yu,55-64,SG,AU,Silver,Economy,2023-09-03,2024-09-14,108,5,6,3517,493,20895,0.401,75.4,20050,0.318,Mass Market
CUST007679,Paula,Valencia,65+,HK,JP,Silver,Economy,2019-11-18,2024-10-31,61,3,25,1200,232,31300,0.171,60.0,4296,0.532,Mass Market
CUST007680,Frank,Silva,65+,GB,TH,Silver,Business,2022-02-03,2024-07-02,182,8,25,4689,424,180576,0.338,82.0,40904,0.481,Mass Market
CUST007681,Joseph,Austin,45-54,US,AU,Standard,Economy,2022-04-02,2024-01-13,353,4,12,5024,406,50992,0.28,38.0,19710,0.97,At Risk
CUST007682,Carol,Gonzalez,35-44,SG,HK,Standard,Economy,2023-01-31,2024-12-24,7,1,1,7542,611,6381,0.579,62.6,7399,0.237,Growth Opportunity
CUST007683,Jason,Barnett,55-64,US,AU,Gold,Economy,2021-03-27,2024-07-23,161,5,22,4188,563,104798,0.158,68.4,27524,0.557,Mass Market
CUST007684,Rebecca,Yates,18-24,HK,UK,Standard,Premium Economy,2019-05-18,2024-08-12,141,3,13,3834,420,50318,0.429,55.9,11612,0.587,Mass Market
CUST007685,Juan,Morrow,55-64,KR,SG,Standard,Economy,2024-04-29,2024-04-26,249,3,12,6367,1326,74361,0.35,44.1,21169,0.88,At Risk
CUST007686,Cindy,Walker,35-44,KR,TH,Diamond,First,2021-07-22,2024-04-08,267,1,1,7153,846,20874,0.25,52.6,10860,0.97,High Value Loyalists
CUST007687,Dwayne,Velez,45-54,GB,KR,Standard,Economy,2024-07-03,2024-02-11,324,7,12,2611,427,29093,0.343,57.8,19438,0.888,At Risk
CUST007688,Jason,Thompson,35-44,JP,CN,Standard,Business,2021-06-26,2024-09-29,93,3,8,1200,232,14384,0.424,59.5,3936,0.458,Mass Market
CUST007689,Samuel,Davis,35-44,HK,CN,Diamond,Premium Economy,2020-07-20,2024-10-17,75,2,15,10087,1917,240582,0.116,67.6,32078,0.505,High Value Loyalists
CUST007690,Joseph,Pham,18-24,AU,AU,Standard,Economy,2021-10-13,2024-07-11,173,4,18,8615,700,131229,0.387,56.6,33814,0.625,At Risk
CUST007691,Glenn,Rose,35-44,KR,TH,Standard,Premium Economy,2019-07-29,2024-11-14,47,4,6,3696,641,23804,0.363,65.8,15870,0.3,Mass Market
CUST007692,Franklin,Johnson,35-44,AU,SG,Standard,Economy,2022-05-08,2024-07-10,174,6,28,4442,696,114636,0.49,70.7,28163,0.487,Mass Market
CUST007693,Rachel,Johnson,25-34,JP,HK,Gold,Economy,2024-12-10,2024-09-28,94,5,6,5074,648,34423,0.429,84.6,33177,0.389,Mass Market
CUST007694,Vincent,Atkinson,25-34,TH,TH,Gold,Premium Economy,2020-07-15,2024-09-09,113,4,20,3267,624,89581,0.623,85.9,17916,0.337,Mass Market
CUST007695,Lauren,Tucker,45-54,JP,SG,Silver,Economy,2019-11-25,2024-04-18,257,3,9,3861,432,33425,0.537,58.9,12879,0.769,At Risk
CUST007696,Vanessa,Thomas,25-34,CN,HK,Diamond,Economy,2019-10-27,2024-11-07,54,2,25,4887,295,152763,0.324,77.6,14274,0.388,High Value Loyalists
CUST007697,Debbie,Patel,55-64,AU,CN,Standard,Premium Economy,2020-01-15,2024-08-15,138,4,14,2025,108,27027,0.584,67.3,7722,0.513,Mass Market
CUST007698,James,Richards,25-34,KR,AU,Silver,Premium Economy,2021-05-10,2024-05-01,244,2,16,10303,1630,190928,0.392,49.2,23866,0.97,At Risk
CUST007699,Michael,Pham,35-44,TH,HK,Standard,Economy,2020-07-06,2024-07-07,177,6,11,1436,185,14119,0.531,72.1,8864,0.478,Mass Market
CUST007700,Kathy,Cline,25-34,TH,AU,Gold,Economy,2023-04-13,2024-02-26,309,5,13,1200,216,18455,0.349,64.2,8160,0.918,At Risk
CUST007701,Courtney,Thomas,35-44,CN,SG,Gold,Economy,2021-01-16,2024-12-23,8,0,23,7143,1445,198017,0.421,66.2,9874,0.333,Mass Market
CUST007702,Maria,Clark,35-44,TH,AU,Standard,Economy,2021-03-06,2024-08-06,147,5,25,4277,671,98573,0.078,51.4,22602,0.609,At Risk
CUST007703,Kimberly,Savage,45-54,CN,HK,Gold,Economy,2019-11-20,2024-12-29,2,4,4,6088,877,27933,0.393,85.6,32243,0.195,Mass Market
CUST007704,Sarah,Hodges,35-44,JP,JP,Silver,Economy,2022-06-09,2024-12-08,23,3,19,5152,417,91128,0.455,74.4,16707,0.22,Mass Market
CUST007705,Cindy,Ward,35-44,KR,AU,Standard,Business,2020-12-06,2024-08-06,147,2,22,4313,629,137664,0.457,51.5,9021,0.654,Growth Opportunity
CUST007706,Oscar,Mosley,25-34,GB,SG,Silver,Economy,2023-03-26,2024-10-01,91,6,21,4938,674,102297,0.086,69.2,33672,0.36,Mass Market
CUST007707,Jessica,Mcintyre,35-44,KR,JP,Diamond,Economy,2019-02-18,2024-11-06,55,4,14,6043,926,113640,0.3,86.6,37545,0.286,High Value Loyalists
CUST007708,William,Wallace,35-44,TH,HK,Standard,Business,2022-11-08,2024-01-20,346,4,14,7658,1020,154192,0.233,36.6,31649,0.97,At Risk
CUST007709,Robin,Ward,45-54,SG,AU,Standard,Premium Economy,2023-10-21,2024-03-21,285,2,20,3491,514,73118,0.353,36.3,7312,0.97,At Risk
CUST007710,Rebecca,Brooks,35-44,GB,AU,Diamond,Business,2023-04-08,2024-07-27,157,4,25,6190,1103,341718,0.02,67.2,39076,0.638,High Value Loyalists
CUST007711,David,Taylor,45-54,AU,SG,Standard,Economy,2020-07-31,2024-01-23,343,3,24,4132,833,95856,0.243,32.3,13655,0.97,At Risk
CUST007712,Carolyn,James,35-44,US,TW,Standard,Premium Economy,2023-03-06,2024-11-30,31,5,18,4350,602,81306,0.372,72.4,22585,0.337,Mass Market
CUST007713,Julie,Johnston,25-34,CN,AU,Silver,Business,2023-11-26,2024-02-01,334,4,18,3222,632,95470,0.285,47.7,15416,0.97,At Risk
CUST007714,Mason,Moore,25-34,US,HK,Silver,Economy,2022-02-27,2024-02-19,316,3,20,4512,685,90404,0.63,57.9,15591,0.957,At Risk
CUST007715,Julie,Hall,18-24,CN,HK,Standard,Economy,2022-11-17,2024-07-16,168,4,15,2454,271,32225,0.301,53.6,9918,0.602,At Risk
CUST007716,Alexa,Gonzales,35-44,HK,US,Standard,Economy,2023-11-22,2024-04-18,257,2,3,2651,298,6978,0.348,38.4,5368,0.908,At Risk
CUST007717,Johnny,Ritter,55-64,HK,UK,Gold,Business,2021-11-18,2024-09-18,104,2,17,3149,566,101217,0.086,55.1,8564,0.548,Mass Market
CUST007718,Aaron,Terry,45-54,GB,US,Standard,Economy,2019-11-23,2024-01-18,348,2,21,1200,159,22617,0.199,25.1,2478,0.97,At Risk
CUST007719,Crystal,Braun,35-44,KR,CN,Silver,Economy,2024-10-30,2024-07-09,175,0,23,3066,559,72797,0.494,48.8,3625,0.768,Growth Opportunity
CUST007720,Melanie,Cunningham,25-34,US,HK,Gold,Economy,2020-12-16,2024-10-13,79,2,8,4047,596,37241,0.264,64.2,10743,0.476,Mass Market
CUST007721,Elizabeth,Scott,55-64,JP,JP,Standard,First,2021-04-26,2024-11-23,38,5,6,5939,341,66187,0.341,70.6,28430,0.243,Frequent Flyers
CUST007722,Andrea,Duran,18-24,CN,TH,Gold,Economy,2022-09-04,2024-04-23,252,1,15,2081,275,35434,0.272,45.7,2731,0.97,At Risk
CUST007723,Brenda,Meyer,35-44,SG,AU,Silver,Economy,2020-01-26,2024-01-26,340,5,18,5057,678,89576,0.469,59.6,28675,0.97,At Risk
CUST007724,James,Rodriguez,55-64,AU,SG,Diamond,First,2021-01-28,2024-04-26,249,8,24,5962,1017,425054,0.167,85.8,74910,0.668,High Value Loyalists
CUST007725,Tina,Lee,35-44,US,SG,Standard,Economy,2022-06-18,2024-05-03,242,4,15,4539,839,64670,0.265,46.2,19696,0.868,At Risk
CUST007726,Cathy,Baker,25-34,CN,AU,Standard,Premium Economy,2023-05-26,2024-03-22,284,6,22,5541,389,118270,0.427,59.4,32255,0.957,At Risk
CUST007727,Brian,Willis,25-34,TH,TW,Silver,Economy,2019-11-03,2024-09-18,104,5,24,5594,868,134950,0.307,72.0,32310,0.446,Mass Market
CUST007728,Andrew,Anderson,45-54,JP,HK,Gold,Economy,2023-12-19,2024-08-31,122,3,8,4318,729,40480,0.049,57.2,17473,0.665,At Risk
CUST007729,Tammy,Davis,25-34,AU,AU,Diamond,Economy,2020-08-29,2024-04-01,274,4,6,3647,702,30252,0.345,70.9,23231,0.892,High Value Loyalists
CUST007730,Nancy,Willis,45-54,KR,US,Standard,Economy,2024-06-23,2024-05-11,234,6,24,5483,738,118380,0.087,49.8,34036,0.765,At Risk
CUST007731,Kevin,Hendrix,35-44,JP,KR,Standard,Economy,2024-06-10,2024-10-03,89,3,18,2720,155,40244,0.348,56.8,7809,0.52,Mass Market
CUST007732,Aaron,Melton,25-34,AU,HK,Standard,Business,2023-04-07,2024-12-09,22,4,7,1200,100,11662,0.493,73.0,4720,0.184,Mass Market
CUST007733,Joel,Arias,25-34,US,US,Silver,Economy,2024-05-07,2024-04-04,271,3,10,3499,430,34042,0.261,46.8,11787,0.886,At Risk
CUST007734,Karen,Beck,55-64,HK,HK,Gold,Economy,2019-12-17,2024-02-25,310,2,15,3847,665,67853,0.519,56.0,10409,0.97,Growth Opportunity
CUST007735,Timothy,Allen,35-44,TH,US,Gold,Premium Economy,2021-10-16,2024-08-08,145,1,19,5421,1144,143275,0.464,62.0,7541,0.749,Growth Opportunity
CUST007736,Russell,Winters,45-54,TW,JP,Standard,Business,2019-11-05,2024-03-06,300,1,13,5322,605,98153,0.489,35.6,5395,0.97,Growth Opportunity
CUST007737,Julie,Rivera,35-44,SG,JP,Diamond,Economy,2021-11-13,2024-02-23,312,3,4,3672,583,19811,0.087,52.5,17171,0.97,High Value Loyalists
CUST007738,Elizabeth,Lee,25-34,US,TH,Standard,Economy,2022-06-29,2024-04-22,253,4,22,5275,907,108732,0.311,47.2,22618,0.787,At Risk
CUST007739,Brooke,Haney,35-44,JP,CN,Standard,Economy,2022-05-26,2024-01-09,357,1,21,7073,441,122889,0.458,29.8,6807,0.97,Growth Opportunity
CUST007740,Frederick,Wong,35-44,SG,HK,Silver,Business,2019-06-16,2024-01-15,351,4,4,4684,650,29767,0.268,45.6,21336,0.97,At Risk
CUST007741,Misty,Webb,35-44,TH,TH,Standard,Business,2019-07-04,2024-09-06,116,2,2,3042,193,8326,0.07,38.5,5862,0.678,At Risk
CUST007742,Daniel,Hansen,55-64,TW,AU,Silver,Economy,2024-12-25,2024-02-11,324,8,11,4194,544,45198,0.515,77.7,37904,0.771,At Risk
CUST007743,Brian,Wade,55-64,CN,CN,Silver,Economy,2020-07-08,2024-06-15,199,2,23,6654,1324,160538,0.5,57.1,15956,0.735,Growth Opportunity
CUST007744,Rodney,Smith,55-64,TH,CN,Standard,Economy,2021-12-19,2024-08-15,138,3,25,1914,356,45505,0.57,61.8,6236,0.46,Mass Market
CUST007745,Phyllis,Zuniga,45-54,AU,TW,Standard,Premium Economy,2022-06-24,2024-10-06,86,3,14,6534,1089,97574,0.05,45.1,20909,0.507,Mass Market
CUST007746,Barry,Rogers,35-44,TH,JP,Standard,Economy,2019-12-15,2024-04-26,249,5,15,3861,788,56125,0.32,52.9,21314,0.799,At Risk
CUST007747,Timothy,Castillo,45-54,AU,CN,Silver,Economy,2020-12-04,2024-03-17,289,4,26,7468,755,184673,0.283,51.2,32892,0.958,At Risk
CUST007748,Aaron,Watkins,25-34,GB,US,Standard,Economy,2022-08-10,2024-10-18,74,2,7,5670,721,35410,0.194,46.8,11648,0.576,Mass Market
CUST007749,Christian,Johnson,55-64,CN,JP,Standard,Premium Economy,2020-04-12,2024-07-06,178,3,3,6383,627,19115,0.38,51.0,19115,0.694,At Risk
CUST007750,Timothy,Sexton,55-64,AU,KR,Standard,First,2023-10-02,2024-02-14,321,6,26,7066,754,350293,0.403,55.4,42680,0.97,At Risk
CUST007751,Ryan,Martinez,25-34,SG,AU,Gold,Economy,2022-11-18,2024-01-11,355,6,28,7454,1208,243162,0.308,63.9,60022,0.97,At Risk
CUST007752,Ross,Swanson,55-64,JP,AU,Standard,Business,2024-12-05,2024-07-25,159,0,19,6912,1141,193062,0.616,46.9,7362,0.746,Growth Opportunity
CUST007753,Kevin,Jones,55-64,HK,US,Standard,Economy,2022-05-25,2024-02-15,320,3,16,2988,212,39965,0.034,25.8,8704,0.97,At Risk
CUST007754,Eric,Thompson,35-44,AU,HK,Standard,Premium Economy,2023-10-19,2024-02-27,308,4,27,6696,1308,198029,0.423,47.3,29338,0.97,At Risk
CUST007755,Kathy,Hoffman,55-64,SG,TW,Standard,Business,2020-12-17,2024-09-23,99,3,4,2093,195,11705,0.144,47.8,6236,0.584,Mass Market
CUST007756,Tiffany,Schwartz,25-34,HK,UK,Standard,Economy,2023-03-01,2024-07-20,164,2,23,2446,222,48143,0.372,46.8,4847,0.779,At Risk
CUST007757,Tara,Nelson,18-24,TH,JP,Standard,Economy,2024-08-14,2024-11-17,44,1,24,4865,536,102185,0.424,53.4,4914,0.36,Mass Market
CUST007758,Nathan,Velazquez,35-44,SG,CN,Silver,Economy,2023-12-06,2024-12-28,3,2,15,7797,899,112897,0.565,75.4,17392,0.104,Growth Opportunity
CUST007759,Mathew,Jennings,35-44,TW,KR,Standard,Business,2023-08-31,2024-05-21,224,1,7,4815,778,49431,0.308,34.4,5112,0.923,At Risk
CUST007760,Cole,Martin,35-44,GB,CN,Standard,Economy,2021-09-13,2024-12-30,1,3,7,3304,553,21564,0.38,65.1,10580,0.277,Mass Market
CUST007761,Johnny,Hester,65+,US,HK,Diamond,Economy,2022-07-29,2024-09-07,115,2,6,6422,1065,52243,0.02,60.6,20112,0.676,High Value Loyalists
CUST007762,Deborah,Stone,25-34,AU,UK,Standard,Premium Economy,2022-07-21,2024-10-28,64,1,3,4037,569,12607,0.539,56.4,4202,0.451,Growth Opportunity
CUST007763,Steven,Adkins,25-34,AU,TW,Standard,Economy,2020-04-03,2024-09-30,92,2,3,6067,546,15562,0.45,55.6,12013,0.607,Growth Opportunity
CUST007764,Patricia,Torres,45-54,CN,KR,Standard,Economy,2020-07-29,2024-10-05,87,2,14,5353,490,64191,0.381,53.3,10615,0.498,Mass Market
CUST007765,Steven,Mason,18-24,JP,US,Standard,Business,2022-11-20,2024-06-17,197,3,15,2957,625,67258,0.381,49.5,9859,0.737,At Risk
CUST007766,Steven,Peterson,45-54,TH,US,Standard,Economy,2022-10-26,2024-03-27,279,1,3,7569,600,19171,0.25,27.7,7412,0.97,At Risk
CUST007767,Steven,Cox,35-44,TH,UK,Gold,Economy,2023-02-15,2024-06-20,194,3,19,1447,184,31071,0.282,60.8,5674,0.679,At Risk
CUST007768,Dawn,Owen,65+,AU,JP,Standard,Economy,2022-08-15,2024-04-02,273,3,15,3100,585,44348,0.239,37.7,10125,0.97,At Risk
CUST007769,Maria,Davis,45-54,CN,JP,Silver,Business,2022-06-26,2024-06-20,194,1,8,6485,900,82426,0.214,41.0,7385,0.822,At Risk
CUST007770,Anthony,Miller,18-24,TW,HK,Diamond,Economy,2022-02-12,2024-04-27,248,3,24,11389,2423,383422,0.386,69.6,55103,0.85,High Value Loyalists
CUST007771,Lori,Wright,25-34,GB,HK,Standard,Economy,2022-10-29,2024-09-16,106,5,21,1200,258,24696,0.584,74.9,6690,0.35,Mass Market
CUST007772,Kim,Ray,25-34,KR,US,Silver,Economy,2021-03-04,2024-09-03,119,2,11,4801,927,55086,0.283,54.8,11456,0.592,Mass Market
CUST007773,Michelle,Gaines,65+,TW,SG,Standard,Economy,2019-12-22,2024-11-05,56,3,23,1200,143,24403,0.379,60.7,3669,0.365,Mass Market
CUST007774,Leslie,Huffman,45-54,JP,AU,Standard,Economy,2023-01-22,2024-06-26,188,0,23,4757,929,105066,0.329,33.1,5210,0.886,At Risk
CUST007775,Andrew,Lopez,35-44,HK,KR,Gold,Economy,2021-01-03,2024-10-25,67,2,12,3643,611,51179,0.327,67.7,9819,0.507,Mass Market
CUST007776,Kelly,Thomas,25-34,SG,AU,Standard,Economy,2023-07-18,2024-05-19,226,0,14,5164,1036,69810,0.312,29.4,5684,0.927,At Risk
CUST007777,Jamie,Chapman,55-64,JP,CN,Diamond,Premium Economy,2024-05-04,2024-04-15,260,3,26,8190,764,317980,0.61,77.6,36690,0.789,High Value Loyalists
CUST007778,Michael,Brown,25-34,US,TW,Silver,Economy,2021-05-06,2024-02-16,319,4,14,6985,465,89632,0.343,51.2,29800,0.97,At Risk
CUST007779,Natasha,Johnson,45-54,GB,TW,Standard,Economy,2019-10-28,2024-07-15,169,6,8,4309,619,31323,0.503,71.6,26983,0.519,Mass Market
CUST007780,Kimberly,Moore,45-54,JP,TW,Standard,Premium Economy,2019-01-03,2024-01-08,358,5,14,6643,856,95686,0.351,45.4,34174,0.97,At Risk
CUST007781,Samuel,Brown,25-34,KR,TW,Silver,Economy,2022-07-15,2024-07-15,169,3,20,5263,790,105271,0.635,69.9,18159,0.482,Mass Market
CUST007782,Nicole,Griffin,35-44,KR,JP,Standard,Economy,2024-04-16,2024-04-17,258,3,26,2816,559,70544,0.566,52.0,9280,0.811,At Risk
CUST007783,Stephen,Stevens,25-34,TW,US,Standard,First,2024-05-19,2024-01-14,352,7,24,4983,957,238234,0.488,61.4,38092,0.919,At Risk
